"Raster.Cell","Sen2.5","month","year","AOD","Temp","Elev","MSLP","Vsby","WdVl","NDVI","LC_MedDev","LC_LowDev","LC_HighDev","PS","relh","Popd","x","y","primary","secondary","motorway"
3798,14.3000001907349,3,14,0.102648600935936,27.2143936157227,202.651107788086,1018.85162353516,8.47252082824707,8.40669918060303,0.160519436001778,0.177,0.247,8.40669918060303,13.146420253446,68.5914851638852,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,6.80000019073486,4,14,0.062411613762379,42.5520324707031,202.651107788086,1014.22125244141,8.79109859466553,8.71595764160156,0.235162228345871,0.177,0.247,8.71595764160156,13.146420253446,67.1437577093525,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,5.59999990463257,5,14,0.181492656469345,55.1383285522461,202.651107788086,1015.42077636719,9.17967891693115,7.01203203201294,0.389410346746445,0.177,0.247,7.01203203201294,13.146420253446,68.5747404149482,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,7.57142877578735,6,14,0.16575226187706,63.7574310302734,202.651107788086,1013.54797363281,7.34251499176025,6.3810625076294,0.419037252664566,0.177,0.247,6.3810625076294,13.146420253446,74.5546041725081,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,8.47142887115479,7,14,0.299681097269058,66.077018737793,202.651107788086,1015.30883789062,9.46348667144775,6.09674406051636,0.437201529741287,0.177,0.247,6.09674406051636,13.146420253446,69.644172036208,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,10.4499998092651,8,14,0.141728565096855,67.9388961791992,202.651107788086,1015.60498046875,8.44022464752197,4.94549179077148,0.451861828565598,0.177,0.247,4.94549179077148,13.146420253446,77.8029054571202,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,9.87142848968506,9,14,0.18954935669899,59.1549949645996,202.651107788086,1018.57189941406,8.7931079864502,5.80331230163574,0.384934812784195,0.177,0.247,5.80331230163574,13.146420253446,75.8221847055972,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,7.15714263916016,10,14,0.185901030898094,49.8018264770508,202.651107788086,1012.86920166016,8.65453433990479,7.19535303115845,0.368950992822647,0.177,0.247,7.19535303115845,13.146420253446,73.7972874799442,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,7.65000009536743,12,14,0.152191206812859,31.411600112915,202.651107788086,1022.47277832031,7.50842380523682,7.45567798614502,0.215694651007652,0.177,0.247,7.45567798614502,13.146420253446,76.9915385605482,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,9,1,15,0.149632230401039,21.724817276001,202.651107788086,1021.70642089844,8.15970993041992,8.1436243057251,0.069191664457321,0.177,0.247,8.1436243057251,13.146420253446,71.4480738357421,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,13.5124998092651,3,15,0.098338305950165,32.8187599182129,202.651107788086,1021.66217041016,8.83621883392334,7.75247001647949,0.20245361328125,0.177,0.247,7.75247001647949,13.146420253446,63.7275209934844,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,8.61250019073486,4,15,0.191999018192291,44.1911659240723,202.651107788086,1014.74151611328,8.7600793838501,8.03292846679688,0.283974349498749,0.177,0.247,8.03292846679688,13.146420253446,65.6640306810221,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,5.11250019073486,5,15,0.207405999302864,56.0156478881836,202.651107788086,1018.26239013672,8.33240413665771,7.30664014816284,0.426562309265137,0.177,0.247,7.30664014816284,13.146420253446,70.1861015802412,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,7,6,15,0.147604063153267,63.2859649658203,202.651107788086,1014.11999511719,8.75704002380371,6.00288248062134,0.425582885742188,0.177,0.247,6.00288248062134,13.146420253446,72.4654254468292,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,14.6125001907349,7,15,0.263036072254181,68.3622283935547,202.651107788086,1013.90521240234,9.28992938995361,5.76211881637573,0.401324093341827,0.177,0.247,5.76211881637573,13.146420253446,69.3072373261714,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,12.3999996185303,8,15,0.208376333117485,67.3562316894531,202.651107788086,1015.00274658203,8.55755424499512,5.6907114982605,0.429949551820755,0.177,0.247,5.6907114982605,13.146420253446,73.4803193637196,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,9.17500019073486,9,15,0.267487734556198,65.2238464355469,202.651107788086,1017.66473388672,8.57051849365234,5.73433685302734,0.415580660104752,0.177,0.247,5.73433685302734,13.146420253446,74.9859033620726,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,6.92857122421265,10,15,0.223754420876503,51.9808616638184,202.651107788086,1018.34368896484,9.36377334594727,8.30903911590576,0.356561094522476,0.177,0.247,8.30903911590576,13.146420253446,69.5866678902372,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,6.88749980926514,11,15,0.135824903845787,43.2107353210449,202.651107788086,1018.59912109375,8.73092365264893,9.05841636657715,0.339602291584015,0.177,0.247,9.05841636657715,13.146420253446,72.0900675513561,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,9.54285717010498,12,15,0.11105751991272,36.9667816162109,202.651107788086,1014.75903320312,7.16921138763428,8.7621374130249,0.296113431453705,0.177,0.247,8.7621374130249,13.146420253446,81.4483679444274,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,6.78888893127441,3,16,0.101960517466068,38.6405029296875,202.651107788086,1014.97778320312,7.79070711135864,7.72437763214111,0.21474352478981,0.177,0.247,7.72437763214111,13.146420253446,76.1900903408841,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,9.28750038146973,4,16,0.173773393034935,41.9841270446777,202.651107788086,1017.0205078125,8.59558773040771,8.20772457122803,0.298154801130295,0.177,0.247,8.20772457122803,13.146420253446,70.554594306224,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,8.11666679382324,5,16,0.186537608504295,55.3743209838867,202.651107788086,1015.52416992188,9.12116146087646,6.72903108596802,0.423649519681931,0.177,0.247,6.72903108596802,13.146420253446,65.8742094059418,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,5.51999998092651,6,16,0.106432221829891,67.0523529052734,202.651107788086,1014.41741943359,9.64970684051514,6.15010976791382,0.441857278347015,0.177,0.247,6.15010976791382,13.146420253446,65.7404996064717,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,8.05714321136475,7,16,0.154341951012611,71.6793746948242,202.651107788086,1014.88287353516,9.66427516937256,5.86953258514404,0.417526721954346,0.177,0.247,5.86953258514404,13.146420253446,71.1511160043529,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,9.27142810821533,8,16,0.179874405264854,72.0683212280273,202.651107788086,1015.90985107422,9.43937873840332,5.01635980606079,0.418667554855347,0.177,0.247,5.01635980606079,13.146420253446,73.5118494011389,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,4.84285736083984,9,16,0.173442021012306,65.678337097168,202.651107788086,1017.60174560547,9.63195419311523,6.40214443206787,0.423983782529831,0.177,0.247,6.40214443206787,13.146420253446,74.9620912820135,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,3.88571429252625,10,16,0.076042346656322,54.3270568847656,202.651107788086,1018.69494628906,9.24877834320068,6.21025228500366,0.370209217071533,0.177,0.247,6.21025228500366,13.146420253446,76.8456799847031,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,7.5,11,16,0.111104510724545,44.5940093994141,202.651107788086,1018.45556640625,8.83493041992188,6.92915630340576,0.305518597364426,0.177,0.247,6.92915630340576,13.146420253446,73.8995488150096,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,5.05714273452759,12,16,0.215000003576279,25.2152061462402,202.651107788086,1020.00872802734,8.32600784301758,8.74853992462158,0.025882381945848,0.177,0.247,8.74853992462158,13.146420253446,72.4468664668415,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
3798,7.81558895111084,2,17,0.142061308026314,34.1499557495117,202.651107788086,1014.14349365234,8.78076648712158,8.3313627243042,0.216514751315117,0.177,0.247,8.3313627243042,13.146420253446,67.173285028408,0.002801994029417,-87.91436786,43.056944996,83.3885145787332,8613.32851561246,1269.4493310073
